onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3401821	1	1	NoDelay	NonPred	8	2	16	0.3401821
10.5	2.2643981	2	1	NoDelay	NonPred	7	1	13	0.2643981
15	2.2746144	3	1	NoDelay	NonPred	7	2	13	0.2746144
19.5	2.3280337	4	1	NoDelay	NonPred	8	1	15	0.3280337
24	2.08379786	5	1	NoDelay	NonPred	7	2	14	0.08379786
46.5	2	6	2	NoDelay	Pred	5	0	0	n/a
51	2.3076849	7	2	NoDelay	Pred	5	2	10	0.3076849
55.5	2.01522163	8	2	NoDelay	Pred	5	1	9	0.01522163
60	2.3403702	9	2	NoDelay	Pred	6	2	12	0.3403702
64.5	2.2972139	10	2	NoDelay	Pred	5	2	10	0.2972139
87	2.4131504	11	3	NoDelay	NonPred	7	2	14	0.4131504
91.5	2	12	3	NoDelay	NonPred	7	0	0	n/a
96	2	13	3	NoDelay	NonPred	8	0	0	n/a
100.5	2.4098533	14	3	NoDelay	NonPred	8	2	16	0.4098533
105	2.820859	15	3	NoDelay	NonPred	7	1	13	0.820859
127.5	3.450215	16	4	NoDelay	Pred	5	1	9	1.450215
132	2.3576758	17	4	NoDelay	Pred	6	2	12	0.3576758
136.5	2.2888167	18	4	NoDelay	Pred	6	1	11	0.2888167
141	2.3091728	19	4	NoDelay	Pred	5	2	10	0.3091728
145.5	2.2414797	20	4	NoDelay	Pred	6	1	11	0.2414797
168	2.7741878	21	5	NoDelay	NonPred	8	2	16	0.7741878
172.5	2	22	5	NoDelay	NonPred	8	0	0	n/a
177	2.001073421	23	5	NoDelay	NonPred	7	2	13	0.001073421
181.5	2.2972563	24	5	NoDelay	NonPred	7	2	14	0.2972563
186	2.3258769	25	5	NoDelay	NonPred	8	1	16	0.3258769
208.5	2.3865823	26	6	NoDelay	Pred	5	2	9	0.3865823
213	2.5908628	27	6	NoDelay	Pred	6	1	11	0.5908628
217.5	2	28	6	NoDelay	Pred	6	0	0	n/a
222	2	29	6	NoDelay	Pred	6	0	0	n/a
226.5	2.3231796	30	6	NoDelay	Pred	6	2	12	0.3231796
249	2	31	7	NoDelay	NonPred	8	0	0	n/a
253.5	2	32	7	NoDelay	NonPred	8	0	0	n/a
258	2	33	7	NoDelay	NonPred	7	0	0	n/a
262.5	2	34	7	NoDelay	NonPred	8	0	0	n/a
267	2	35	7	NoDelay	NonPred	7	0	0	n/a
289.5	2	36	8	NoDelay	Pred	6	0	0	n/a
294	2	37	8	NoDelay	Pred	5	0	0	n/a
298.5	2.3245863	38	8	NoDelay	Pred	6	2	12	0.3245863
303	2.4241334	39	8	NoDelay	Pred	5	1	9	0.4241334
307.5	2	40	8	NoDelay	Pred	5	0	0	n/a
