onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.398122	1	1	Delay	Pred	2	1	3	0.398122
10.5	2.08352706	2	1	Delay	Pred	1	1	1	0.08352706
15	2.278408	3	1	Delay	Pred	2	2	4	0.278408
19.5	2.1943594	4	1	Delay	Pred	2	2	4	0.1943594
24	2.278629	5	1	Delay	Pred	1	1	1	0.278629
46.5	2.3810971	6	2	Delay	NonPred	3	1	5	0.3810971
51	2.4948606	7	2	Delay	NonPred	3	2	6	0.4948606
55.5	2.3553796	8	2	Delay	NonPred	4	1	7	0.3553796
60	2.4553948	9	2	Delay	NonPred	3	2	5	0.4553948
64.5	2.4118463	10	2	Delay	NonPred	3	1	5	0.4118463
87	2.3270722	11	3	Delay	Pred	2	1	4	0.3270722
91.5	2.3478068	12	3	Delay	Pred	1	2	2	0.3478068
96	2.2635413	13	3	Delay	Pred	2	2	4	0.2635413
100.5	2.4359642	14	3	Delay	Pred	1	1	1	0.4359642
105	2.3683703	15	3	Delay	Pred	1	1	1	0.3683703
127.5	2.2681799	16	4	Delay	NonPred	3	2	6	0.2681799
132	2.5368044	17	4	Delay	NonPred	4	2	7	0.5368044
136.5	2.2681496	18	4	Delay	NonPred	3	1	6	0.2681496
141	2.2726261	19	4	Delay	NonPred	4	1	8	0.2726261
145.5	2.00086372	20	4	Delay	NonPred	3	2	5	0.00086372
168	2.3789336	21	5	Delay	Pred	2	1	3	0.3789336
172.5	2.3169902	22	5	Delay	Pred	2	2	4	0.3169902
177	2.3447691	23	5	Delay	Pred	1	1	1	0.3447691
181.5	2.2928914	24	5	Delay	Pred	1	2	2	0.2928914
186	2.3215404	25	5	Delay	Pred	1	1	1	0.3215404
208.5	2.3574964	26	6	Delay	NonPred	4	1	8	0.3574964
213	2.3137631	27	6	Delay	NonPred	4	2	7	0.3137631
217.5	2.2529579	28	6	Delay	NonPred	3	1	6	0.2529579
222	2.6016677	29	6	Delay	NonPred	3	2	6	0.6016677
226.5	2.4214846	30	6	Delay	NonPred	4	1	8	0.4214846
249	2.000939028	31	7	Delay	Pred	2	2	4	0.000939028
253.5	2.4859012	32	7	Delay	Pred	1	1	1	0.4859012
258	2.3224535	33	7	Delay	Pred	1	2	2	0.3224535
262.5	2.5019979	34	7	Delay	Pred	2	1	3	0.5019979
267	2.3141023	35	7	Delay	Pred	2	2	4	0.3141023
289.5	2.2704437	36	8	Delay	NonPred	4	1	7	0.2704437
294	2.3306647	37	8	Delay	NonPred	4	2	7	0.3306647
298.5	2.1748675	38	8	Delay	NonPred	4	1	8	0.1748675
303	2.307095	39	8	Delay	NonPred	3	2	5	0.307095
307.5	2.00593836	40	8	Delay	NonPred	4	1	8	0.00593836
