onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.7069678	1	1	Delay	Pred	1	2	2	0.7069678
10.5	2.8536028	2	1	Delay	Pred	1	1	1	0.8536028
15	2.6262245	3	1	Delay	Pred	2	2	4	0.6262245
19.5	2.2707692	4	1	Delay	Pred	2	1	3	0.2707692
24	2.6421852	5	1	Delay	Pred	2	2	4	0.6421852
46.5	2.6070819	6	2	Delay	NonPred	4	2	7	0.6070819
51	2.001682243	7	2	Delay	NonPred	3	2	5	0.001682243
55.5	2.001658109	8	2	Delay	NonPred	4	1	8	0.001658109
60	3.074291	9	2	Delay	NonPred	4	1	7	1.074291
64.5	2.3341248	10	2	Delay	NonPred	3	1	5	0.3341248
87	2	11	3	Delay	Pred	2	0	0	n/a
91.5	2.3049218	12	3	Delay	Pred	2	2	4	0.3049218
96	2.419647	13	3	Delay	Pred	1	1	1	0.419647
100.5	2.3427945	14	3	Delay	Pred	1	2	2	0.3427945
105	2.8350145	15	3	Delay	Pred	1	1	1	0.8350145
127.5	2.4621432	16	4	Delay	NonPred	4	1	8	0.4621432
132	2.289892	17	4	Delay	NonPred	3	2	6	0.289892
136.5	2.4072189	18	4	Delay	NonPred	4	1	7	0.4072189
141	2.2830442	19	4	Delay	NonPred	4	2	8	0.2830442
145.5	2.3171841	20	4	Delay	NonPred	4	1	7	0.3171841
168	2	21	5	Delay	Pred	2	0	0	n/a
172.5	2.3350902	22	5	Delay	Pred	2	1	3	0.3350902
177	2.3852117	23	5	Delay	Pred	1	2	2	0.3852117
181.5	2.3347696	24	5	Delay	Pred	2	1	3	0.3347696
186	2.3542312	25	5	Delay	Pred	2	1	4	0.3542312
208.5	2.5261046	26	6	Delay	NonPred	4	1	8	0.5261046
213	2.545615	27	6	Delay	NonPred	4	2	8	0.545615
217.5	2.3741968	28	6	Delay	NonPred	4	2	7	0.3741968
222	2.00180278	29	6	Delay	NonPred	3	1	6	0.00180278
226.5	2.001902216	30	6	Delay	NonPred	3	1	6	0.001902216
249	2.3795213	31	7	Delay	Pred	1	2	2	0.3795213
253.5	2.239366	32	7	Delay	Pred	1	2	2	0.239366
258	2.3623693	33	7	Delay	Pred	2	1	3	0.3623693
262.5	2.2540083	34	7	Delay	Pred	1	2	2	0.2540083
267	2.394257	35	7	Delay	Pred	1	1	1	0.394257
289.5	2.6640305	36	8	Delay	NonPred	3	1	5	0.6640305
294	2.3864919	37	8	Delay	NonPred	3	1	5	0.3864919
298.5	2.302049	38	8	Delay	NonPred	3	2	6	0.302049
303	2.2185359	39	8	Delay	NonPred	3	2	6	0.2185359
307.5	2.2475146	40	8	Delay	NonPred	3	2	5	0.2475146
