onset	duration	TrialNum	BlockNum	Timescale	Predictiveness	Cue	Action	Outcome	RT
6	2.3287642	1	1	Delay	NonPred	3	1	6	0.3287642
10.5	2.5008103	2	1	Delay	NonPred	3	1	5	0.5008103
15	2.3189686	3	1	Delay	NonPred	3	2	5	0.3189686
19.5	2.3800623	4	1	Delay	NonPred	4	2	7	0.3800623
24	2.2882738	5	1	Delay	NonPred	3	1	6	0.2882738
46.5	2.251768	6	2	Delay	Pred	2	1	3	0.251768
51	2.3760086	7	2	Delay	Pred	2	2	4	0.3760086
55.5	2.3236571	8	2	Delay	Pred	2	1	3	0.3236571
60	2.3038066	9	2	Delay	Pred	2	2	4	0.3038066
64.5	2.6198499	10	2	Delay	Pred	1	2	2	0.6198499
87	2.3504659	11	3	Delay	NonPred	3	1	5	0.3504659
91.5	2.3784662	12	3	Delay	NonPred	4	1	8	0.3784662
96	2.3905227	13	3	Delay	NonPred	4	2	7	0.3905227
100.5	2.6980748	14	3	Delay	NonPred	3	1	5	0.6980748
105	2.4068942	15	3	Delay	NonPred	3	1	6	0.4068942
127.5	2.6910079	16	4	Delay	Pred	2	2	4	0.6910079
132	2.7183246	17	4	Delay	Pred	1	1	1	0.7183246
136.5	2.3619555	18	4	Delay	Pred	2	1	4	0.3619555
141	2.3825299	19	4	Delay	Pred	1	1	1	0.3825299
145.5	2.4267076	20	4	Delay	Pred	1	1	1	0.4267076
168	2.3978472	21	5	Delay	NonPred	3	1	6	0.3978472
172.5	2.3060918	22	5	Delay	NonPred	4	2	8	0.3060918
177	2.9498909	23	5	Delay	NonPred	4	1	7	0.9498909
181.5	2.2891779	24	5	Delay	NonPred	4	2	8	0.2891779
186	2.7969015	25	5	Delay	NonPred	4	1	8	0.7969015
208.5	2.4416158	26	6	Delay	Pred	2	1	3	0.4416158
213	2.4289358	27	6	Delay	Pred	1	2	2	0.4289358
217.5	2.4570873	28	6	Delay	Pred	2	2	4	0.4570873
222	2.3408818	29	6	Delay	Pred	2	1	3	0.3408818
226.5	2.7048877	30	6	Delay	Pred	1	2	2	0.7048877
249	2.3325091	31	7	Delay	NonPred	4	1	7	0.3325091
253.5	2.6488153	32	7	Delay	NonPred	4	2	8	0.6488153
258	2.8358544	33	7	Delay	NonPred	4	2	7	0.8358544
262.5	2.368735	34	7	Delay	NonPred	3	1	5	0.368735
267	2.3079049	35	7	Delay	NonPred	3	2	6	0.3079049
289.5	2.2882333	36	8	Delay	Pred	2	1	3	0.2882333
294	2.4192734	37	8	Delay	Pred	1	1	1	0.4192734
298.5	2.4240697	38	8	Delay	Pred	1	2	2	0.4240697
303	2.3954342	39	8	Delay	Pred	1	1	1	0.3954342
307.5	2.4556064	40	8	Delay	Pred	1	1	1	0.4556064
